<CHAPTER	NN	<CHAPTER
out	RP	out
as	IN	as
a	DT	a
brilliant	JJ	brilliant
one	CD	one
and	CC	and
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
pay	VB	pay
deep	JJ	deep
and	CC	and
sincere	JJ	sincere
tribute	NN	tribute
here	RB	here
to	TO	to
what	WP	what
Mr	NNP	Mr
van	NNP	van
Hulten	NNP	Hulten
achieved	VBD	achieve
.	.	.

Unfortunately	RB	unfortunately
,	,	,
it	PRP	it
was	VBD	be
then	RB	then
changed	VBN	change
,	,	,
and	CC	and
changed	VBD	change
for	IN	for
the	DT	the
worse	JJR	bad
,	,	,
which	WDT	which
turned	VBD	turn
it	PRP	it
into	IN	into
a	DT	a
document	NN	document
which	WDT	which
in	IN	in
fact	NN	fact
,	,	,
proposes	VBZ	propose
something	NN	something
that	IN	that
we	PRP	we
cannot	VBP	cannot
accept	NN	accept
.	.	.

<SPEAKER	NN	<unknown>
ID=283	NN	<unknown>
LANGUAGE="ES	NNP	<unknown>
"	NNP	"
NAME="Palacio	NNP	<unknown>
Vallelersundi">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
Mr	NNP	Mr
van	NNP	van
Hulten	NNP	Hulten
,	,	,
your	PRP$	your
work	NN	work
is	VBZ	be
worthy	JJ	worthy
of	IN	of
being	VBG	be
qualified	VBN	qualify
as	IN	as
enterprising	JJ	enterprising
,	,	,
arduous	JJ	arduous
and	CC	and
complex	JJ	complex
,	,	,
and	CC	and
I	PRP	i
believe	VBP	believe
this	DT	this
is	VBZ	be
important	JJ	important
in	IN	in
a	DT	a
first	JJ	first
report	NN	report
.	.	.

Please	VB	please
therefore	RB	therefore
accept	VB	accept
what	WP	what
I	PRP	i
am	VBP	be
about	IN	about
to	TO	to
say	VB	say
as	IN	as
being	VBG	be
criticism	NN	criticism
made	VBN	make
in	IN	in
the	DT	the
spirit	NN	spirit
of	IN	of
honest	JJ	honest
debate	NN	debate
,	,	,
and	CC	and
I	PRP	i
believe	VBP	believe
that	IN	that
in	IN	in
this	DT	this
way	NN	way
our	PRP$	our
debate	NN	debate
here	RB	here
today	NN	today
will	MD	will
be	VB	be
richer	JJR	rich
.	.	.

<P>	RB	<unknown>
This	DT	this
report	NN	report
seems	VBZ	seem
to	TO	to
me	PRP	me
to	TO	to
be	VB	be
redundant	JJ	redundant
,	,	,
long-winded	JJ	long-winded
,	,	,
confused	JJ	confused
and	CC	and
lacking	VBG	lack
in	IN	in
accuracy	NN	accuracy
in	IN	in
the	DT	the
terms	NNS	term
used	VBN	use
.	.	.

<P>	NNP	<unknown>
Perhaps	RB	perhaps
'	POS	'
redundant	NN	redundant
'	''	'
is	VBZ	be
the	DT	the
most	RBS	most
serious	JJ	serious
epithet	NN	epithet
,	,	,
and	CC	and
you	PRP	you
are	VBP	be
not	RB	not
responsible	JJ	responsible
for	IN	for
this	DT	this
.	.	.

It	PRP	it
is	VBZ	be
the	DT	the
responsibility	NN	responsibility
of	IN	of
this	DT	this
Parliament	NNP	Parliament
.	.	.

That	DT	that
is	VBZ	be
to	TO	to
say	VB	say
,	,	,
if	IN	if
this	DT	this
Parliament	NNP	Parliament
commissions	VBZ	commission
a	DT	a
Committee	NNP	Committee
of	IN	of
Experts	NNPS	Expert
-	:	-
and	CC	and
I	PRP	i
am	VBP	be
not	RB	not
going	VBG	go
to	TO	to
repeat	VB	repeat
what	WP	what
Mr	NNP	Mr
Casaca	NNP	Casaca
has	VBZ	have
said	VBN	say
,	,	,
but	CC	but
I	PRP	i
agree	VBP	agree
with	IN	with
him	PRP	him
to	TO	to
a	DT	a
large	JJ	large
extent	NN	extent
-	:	-
to	TO	to
analyse	VB	analyse
a	DT	a
problem	NN	problem
,	,	,
where	WRB	where
is	VBZ	be
the	DT	the
sense	NN	sense
in	IN	in
indulging	VBG	indulge
in	IN	in
the	DT	the
medieval	JJ	medieval
tradition	NN	tradition
of	IN	of
criticising	VBG	criticise
the	DT	the
critics	NNS	critic
and	CC	and
so	RB	so
on	IN	on
,	,	,
ad	NN	ad
infinitum	NN	infinitum
.	.	.

Clearly	RB	clearly
we	PRP	we
are	VBP	be
awaiting	VBG	await
this	DT	this
reform	NN	reform
from	IN	from
the	DT	the
Commission	NNP	Commission
,	,	,
we	PRP	we
are	VBP	be
awaiting	VBG	await
the	DT	the
proposals	NNS	proposal
which	WDT	which
the	DT	the
Commission	NNP	Commission
is	VBZ	be
going	VBG	go
to	TO	to
make	VB	make
to	TO	to
us	PRP	us
and	CC	and
this	DT	this
Parliament	NNP	Parliament
will	MD	will
have	VB	have
to	TO	to
express	VB	express
its	PRP$	its
opinion	NN	opinion
on	IN	on
them	PRP	them
.	.	.

Meanwhile	RB	meanwhile
,	,	,
we	PRP	we
have	VBP	have
to	TO	to
offer	VB	offer
the	DT	the
Commission	NNP	Commission
a	DT	a
vote	NN	vote
of	IN	of
confidence	NN	confidence
.	.	.

<P>	NNP	<unknown>
'	''	'
Long-winded	JJ	Long-winded
'	''	'
.	.	.

I	PRP	i
am	VBP	be
not	RB	not
going	VBG	go
to	TO	to
mention	VB	mention
the	DT	the
length	NN	length
of	IN	of
this	DT	this
report	NN	report
.	.	.

I	PRP	i
do	VBP	do
not	RB	not
know	VB	know
if	IN	if
it	PRP	it
breaks	VBZ	break
the	DT	the
record	NN	record
for	IN	for
all	PDT	all
the	DT	the
resolutions	NNS	resolution
presented	VBN	present
here	RB	here
,	,	,
but	CC	but
,	,	,
for	IN	for
this	DT	this
type	NN	type
of	IN	of
resolution	NN	resolution
it	PRP	it
certainly	RB	certainly
does	VBZ	do
.	.	.

I	PRP	i
do	VBP	do
not	RB	not
believe	VB	believe
that	IN	that
there	EX	there
has	VBZ	have
ever	RB	ever
been	VBN	be
a	DT	a
resolution	NN	resolution
-	:	-
and	CC	and
in	IN	in
this	DT	this
Parliament	NNP	Parliament
we	PRP	we
certainly	RB	certainly
produce	VBP	produce
complex	JJ	complex
resolutions	NNS	resolution
-	:	-
which	WDT	which
has	VBZ	have
had	VBN	have
paragraphs	NNS	paragraph
of	IN	of
more	JJR	more
than	IN	than
16	CD	@card@
lines	NNS	line
without	IN	without
a	DT	a
single	JJ	single
full	JJ	full
stop	NN	stop
.	.	.

<P>	VBP	<unknown>
It	PRP	it
is	VBZ	be
also	RB	also
'	SYM	'
confusing	JJ	confusing
'	''	'
.	.	.

I	PRP	i
am	VBP	be
not	RB	not
going	VBG	go
to	TO	to
return	VB	return
to	TO	to
what	WP	what
has	VBZ	have
been	VBN	be
said	VBD	say
about	IN	about
the	DT	the
analysis	NN	analysis
of	IN	of
questions	NNS	question
concerning	VBG	concern
Parliament	NNP	Parliament
.	.	.

That	DT	that
should	MD	should
be	VB	be
the	DT	the
subject	NN	subject
of	IN	of
another	DT	another
report	NN	report
and	CC	and
we	PRP	we
will	MD	will
have	VB	have
to	TO	to
carry	VB	carry
one	NN	one
out	RB	out
and	CC	and
consider	VB	consider
that	DT	that
issue	NN	issue
,	,	,
but	CC	but
not	RB	not
in	IN	in
this	DT	this
report	NN	report
.	.	.

And	CC	and
finally	RB	finally
,	,	,
Mr	NNP	Mr
President	NNP	President
,	,	,
frankly	RB	frankly
,	,	,
I	PRP	i
am	VBP	be
not	RB	not
going	VBG	go
to	TO	to
give	VB	give
examples	NNS	example
,	,	,
but	CC	but
there	EX	there
are	VBP	be
many	JJ	many
cases	NNS	case
in	IN	in
which	WDT	which
legal	JJ	legal
language	NN	language
is	VBZ	be
used	VBN	use
with	IN	with
an	DT	an
alarming	JJ	alarming
lack	NN	lack
of	IN	of
accuracy	NN	accuracy
.	.	.

<P>	NNP	<unknown>
Therefore	RB	therefore
-	:	-
in	IN	in
summary	NN	summary
-	:	-
I	PRP	i
await	VBP	await
,	,	,
and	CC	and
many	JJ	many
of	IN	of
us	PRP	us
await	VBP	await
,	,	,
your	PRP$	your
report	NN	report
,	,	,
Commissioner	NNP	Commissioner
Kinnock	NNP	Kinnock
,	,	,
so	IN	so
that	IN	that
we	PRP	we
can	MD	can
really	RB	really
express	VB	express
our	PRP$	our
opinion	NN	opinion
on	IN	on
it	PRP	it
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
duty	NN	duty
of	IN	of
this	DT	this
Parliament	NNP	Parliament
.	.	.

<SPEAKER	NN	<unknown>
ID=284	NN	<unknown>
LANGUAGE="DE	NNP	<unknown>
"	NNP	"
NAME="Langenhagen">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
the	DT	the
scope	NN	scope
and	CC	and
highly	RB	highly
detailed	JJ	detailed
nature	NN	nature
of	IN	of
the	DT	the
proposals	NNS	proposal
for	IN	for
necessary	JJ	necessary
reform	NN	reform
measures	NNS	measure
show	VBP	show
just	RB	just
how	WRB	how
important	JJ	important
these	DT	these
reforms	NNS	reform
are	VBP	be
.	.	.

When	WRB	when
one	PRP	one
considers	VBZ	consider
the	DT	the
events	NNS	event
that	WDT	that
have	VBP	have
set	VBN	set
these	DT	these
endeavours	NNS	endeavour
in	IN	in
motion	NN	motion
though	RB	though
,	,	,
it	PRP	it
is	VBZ	be
only	RB	only
too	RB	too
clear	JJ	clear
as	IN	as
to	TO	to
why	WRB	why
there	EX	there
is	VBZ	be
a	DT	a
need	NN	need
for	IN	for
them	PRP	them
.	.	.

Hopes	NNS	Hope
and	CC	and
expectations	NNS	expectation
were	VBD	be
raised	VBN	raise
higher	JJR	high
still	RB	still
by	IN	by
the	DT	the
strong	JJ	strong
messages	NNS	message
sent	VBN	send
out	RP	out
by	IN	by
Commissioners	NNPS	Commissioners
Prodi	NNP	Prodi
and	CC	and
Kinnock	NNP	Kinnock
in	IN	in
plenary	NN	plenary
and	CC	and
in	IN	in
the	DT	the
Committee	NNP	Committee
on	IN	on
Budgetary	NNP	Budgetary
Control	NNP	Control
.	.	.

The	DT	the
concept	NN	concept
of	IN	of
transparency	NN	transparency
stands	VBZ	stand
out	RP	out
in	IN	in
the	DT	the
report	NN	report
.	.	.

Securing	VBG	secure
this	DT	this
is	VBZ	be
a	DT	a
major	JJ	major
priority	NN	priority
.	.	.

The	DT	the
importance	NN	importance
of	IN	of
smooth-running	JJ	smooth-running
,	,	,
comprehensible	JJ	comprehensible
work	NN	work
cannot	NN	cannot
possibly	RB	possibly
be	VB	be
emphasised	VBN	emphasise
enough	RB	enough
.	.	.

This	DT	this
is	VBZ	be
not	RB	not
just	RB	just
about	IN	about
bureaucratic	JJ	bureaucratic
reform	NN	reform
,	,	,
however	RB	however
;	:	;
rather	RB	rather
,	,	,
it	PRP	it
is	VBZ	be
about	IN	about
showing	VBG	show
good	JJ	good
will	NN	will
towards	IN	towards
the	DT	the
citizens	NNS	citizen
.	.	.

We	PRP	we
must	MD	must
win	VB	win
back	RB	back
their	PRP$	<unknown>
faith	NN	faith
in	IN	in
EU	NNP	EU
politics	NNS	politics
.	.	.

The	DT	the
citizens	NNS	citizen
demand	VBP	demand
rapid	JJ	rapid
and	CC	and
open	JJ	open
access	NN	access
to	TO	to
the	DT	the
institutions	NNS	institution
and	CC	and
call	VBP	call
for	IN	for
EU	NNP	EU
provisions	NNS	provision
to	TO	to
be	VB	be
comprehensible	JJ	comprehensible
to	TO	to
them	PRP	them
.	.	.

This	DT	this
is	VBZ	be
what	WP	what
enables	VBZ	enable
them	PRP	them
to	TO	to
understand	VB	understand
what	WP	what
is	VBZ	be
going	VBG	go
on	RP	on
.	.	.

They	PRP	they
want	VBP	want
to	TO	to
see	VB	see
the	DT	the
politics	NNS	politics
of	IN	of
success	NN	success
and	CC	and
believe	VB	believe
that	IN	that
this	DT	this
is	VBZ	be
how	WRB	how
any	DT	any
politically	RB	politically
mature	JJ	mature
citizen	NN	citizen
could	MD	could
expect	VB	expect
to	TO	to
be	VB	be
served	VBN	serve
<P>	IN	<unknown>
Whether	IN	whether
or	CC	or
not	RB	not
the	DT	the
reforms	NNS	reform
succeed	VBP	succeed
depends	VBZ	depend
,	,	,
to	TO	to
a	DT	a
very	RB	very
large	JJ	large
extent	NN	extent
,	,	,
on	IN	on
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
own	JJ	own
initiative	NN	initiative
.	.	.

However	RB	however
,	,	,
it	PRP	it
annoyed	VBD	annoy
me	PRP	me
when	WRB	when
I	PRP	i
heard	VBD	hear
today	NN	today
that	IN	that
the	DT	the
Commission	NNP	Commission
is	VBZ	be
now	RB	now
saying	VBG	say
that	IN	that
it	PRP	it
only	RB	only
wishes	VBZ	wish
to	TO	to
discuss	VB	discuss
the	DT	the
interim	JJ	interim
report	NN	report
with	IN	with
Parliament	NNP	Parliament
on	IN	on
an	DT	an
informal	JJ	informal
basis	NN	basis
.	.	.

However	RB	however
,	,	,
Mr	NNP	Mr
Kinnock	NNP	Kinnock
,	,	,
your	PRP$	your
presentation	NN	presentation
to	TO	to
the	DT	the
Committee	NNP	Committee
on	IN	on
Budgetary	NNP	Budgetary
Control	NNP	Control
this	DT	this
coming	VBG	come
Tuesday	NNP	Tuesday
must	MD	must
not	RB	not
just	RB	just
be	VB	be
a	DT	a
one-way	JJ	one-way
street	NN	street
;	:	;
rather	RB	rather
,	,	,
as	IN	as
Parliamentarians	NNPS	Parliamentarians
,	,	,
we	PRP	we
want	VBP	want
,	,	,
and	CC	and
must	MD	must
,	,	,
play	VB	play
a	DT	a
part	NN	part
in	IN	in
this	DT	this
and	CC	and
it	PRP	it
also	RB	also
goes	VBZ	go
against	IN	against
my	PRP$	my
understanding	NN	understanding
of	IN	of
politics	NNS	politics
when	WRB	when
I	PRP	i
find	VBP	find
that	IN	that
yet	RB	yet
another	DT	another
press	NN	press
conference	NN	conference
has	VBZ	have
taken	VBN	take
place	NN	place
this	DT	this
week	NN	week
,	,	,
before	IN	before
we	PRP	we
have	VBP	have
had	VBD	have
chance	NN	chance
to	TO	to
carefully	RB	carefully
discuss	VB	discuss
the	DT	the
submission	NN	submission
in	IN	in
the	DT	the
competent	JJ	competent
Committee	NNP	Committee
on	IN	on
Budgetary	NNP	Budgetary
Control	NNP	Control
.	.	.

I	PRP	i
believe	VBP	believe
,	,	,
Mr	NNP	Mr
Kinnock	NNP	Kinnock
,	,	,
that	IN	that
notwithstanding	IN	notwithstanding
all	PDT	all
the	DT	the
success	NN	success
achieved	VBN	achieve
on	IN	on
a	DT	a
personal	JJ	personal
level	NN	level
,	,	,
the	DT	the
Commission	NNP	Commission
still	RB	still
has	VBZ	have
quite	RB	quite
a	DT	a
lot	NN	lot
to	TO	to
do	VB	do
to	TO	to
satisfy	VB	satisfy
our	PRP$	our
justifiably	RB	justifiably
high	JJ	high
expectations	NNS	expectation
.	.	.

<SPEAKER	NN	<unknown>
ID=285	CD	<unknown>
NAME="Kinnock">	NNP	<unknown>
Can	MD	can
I	PRP	i
begin	VB	begin
by	IN	by
stating	VBG	state
for	IN	for
the	DT	the
record	NN	record
and	CC	and
for	IN	for
the	DT	the
enlightenment	NN	enlightenment
of	IN	of
Mrs	NNP	Mrs
Langenhagen	NNP	Langenhagen
that	IN	that
the	DT	the
decision	NN	decision
for	IN	for
me	PRP	me
not	RB	not
to	TO	to
address	VB	address
the	DT	the
full	JJ	full
plenary	JJ	plenary
tomorrow	NN	tomorrow
and	CC	and
therefore	RB	therefore
be	VB	be
available	JJ	available
for	IN	for
formal	JJ	formal
responses	NNS	response
on	IN	on
the	DT	the
report	NN	report
is	VBZ	be
not	RB	not
mine	JJ	mine
and	CC	and
not	RB	not
the	DT	the
Commission	NNP	Commission
's	POS	's
-	:	-
it	PRP	it
was	VBD	be
the	DT	the
decision	NN	decision
of	IN	of
this	DT	this
Parliament	NNP	Parliament
!	.	!

So	RB	so
if	IN	if
she	PRP	she
has	VBZ	have
any	DT	any
lectures	NNS	lecture
to	TO	to
offer	VB	offer
they	PRP	they
are	VBP	be
best	RBS	well
contained	VBN	contain
within	IN	within
this	DT	this
House	NNP	House
.	.	.

She	PRP	she
knows	VBZ	know
me	PRP	me
well	RB	well
enough	RB	enough
to	TO	to
understand	VB	understand
that	IN	that
at	IN	at
all	DT	all
stages	NNS	stage
in	IN	in
the	DT	the
five	CD	five
years	NNS	year
in	IN	in
which	WDT	which
we	PRP	we
worked	VBD	work
together	RB	together
in	IN	in
this	DT	this
House	NNP	House
,	,	,
there	EX	there
has	VBZ	have
never	RB	never
been	VBN	be
a	DT	a
single	JJ	single
occasion	NN	occasion
on	IN	on
which	WDT	which
I	PRP	i
have	VBP	have
refused	VBN	refuse
to	TO	to
account	VB	account
in	IN	in
full	JJ	full
,	,	,
formally	RB	formally
and	CC	and
in	IN	in
detail	NN	detail
for	IN	for
everything	NN	everything
I	PRP	i
have	VBP	have
done	VBN	do
.	.	.

<P>	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
may	MD	may
I	PRP	i
begin	VB	begin
by	IN	by
paying	VBG	pay
tribute	NN	tribute
to	TO	to
the	DT	the
painstaking	NN	painstaking
and	CC	and
,	,	,
from	IN	from
what	WP	what
I	PRP	i
hear	VBP	hear
,	,	,
the	DT	the
pains-accepting	JJ	pains-accepting
work	NN	work
of	IN	of
Mr	NNP	Mr
van	NNP	van
Hulten	NNP	Hulten
in	IN	in
preparing	VBG	prepare
his	PRP$	his
report	NN	report
.	.	.

Although	IN	although
new	JJ	new
to	TO	to
this	DT	this
House	NNP	House
he	PRP	he
is	VBZ	be
relatively	RB	relatively
old	JJ	old
in	IN	in
some	DT	some
respects	NNS	respect
,	,	,
certainly	RB	certainly
in	IN	in
his	PRP$	his
familiarity	NN	familiarity
with	IN	with
the	DT	the
Institutions	NNPS	Institutions
as	IN	as
a	DT	a
former	JJ	former
official	NN	official
-	:	-
and	CC	and
I	PRP	i
think	VBP	think
that	IN	that
the	DT	the
value	NN	value
of	IN	of
that	DT	that
is	VBZ	be
shown	VBN	show
by	IN	by
his	PRP$	his
ability	NN	ability
to	TO	to
tackle	VB	tackle
the	DT	the
complex	JJ	complex
subject	NN	subject
which	WDT	which
is	VBZ	be
of	IN	of
critical	JJ	critical
importance	NN	importance
,	,	,
as	IN	as
several	JJ	several
Members	NNS	member
have	VBP	have
said	VBN	say
,	,	,
to	TO	to
all	DT	all
of	IN	of
our	PRP$	our
Institutions	NNS	institution
.	.	.

I	PRP	i
thank	VBP	thank
him	PRP	him
and	CC	and
I	PRP	i
wish	VBP	wish
him	PRP	him
a	DT	a
long	JJ	long
and	CC	and
distinguished	JJ	distinguished
career	NN	career
as	IN	as
a	DT	a
representative	NN	representative
.	.	.

<P>	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
as	IN	as
you	PRP	you
will	MD	will
know	VB	know
,	,	,
Mr	NNP	Mr
van	NNP	van
Hulten	NNP	Hulten
's	POS	's
report	NN	report
on	IN	on
the	DT	the
second	JJ	second
report	NN	report
of	IN	of
the	DT	the
Committee	NNP	Committee
of	IN	of
Independent	NNP	Independent
Experts	NNPS	Expert
is	VBZ	be
necessarily	RB	necessarily
long	JJ	long
and	CC	and
,	,	,
since	IN	since
I	PRP	i
want	VBP	want
to	TO	to
make	VB	make
a	DT	a
comprehensive	JJ	comprehensive
reply	NN	reply
,	,	,
particularly	RB	particularly
on	IN	on
the	DT	the
issues	NNS	issue
relating	VBG	relate
to	TO	to
financial	JJ	financial
management	NN	management
and	CC	and
control	NN	control
,	,	,
I	PRP	i
seek	VBP	seek
your	PRP$	your
indulgence	NN	indulgence
.	.	.

Naturally	RB	naturally
I	PRP	i
will	MD	will
not	RB	not
take	VB	take
up	RP	up
any	DT	any
more	JJR	more
of	IN	of
the	DT	the
time	NN	time
of	IN	of
the	DT	the
House	NNP	House
than	IN	than
is	VBZ	be
absolutely	RB	absolutely
necessary	JJ	necessary
.	.	.

<P>	NNP	<unknown>
When	WRB	when
this	DT	this
House	NNP	House
considered	VBD	consider
the	DT	the
second	JJ	second
report	NN	report
of	IN	of
the	DT	the
Committee	NNP	Committee
of	IN	of
Experts	NNPS	Expert
last	JJ	last
September	NNP	September
,	,	,
I	PRP	i
pledged	VBD	pledge
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
incoming	JJ	incoming
Commission	NNP	Commission
that	IN	that
the	DT	the
report	NN	report
would	MD	would
be	VB	be
treated	VBN	treat
as	IN	as
a	DT	a
fundamental	JJ	fundamental
ingredient	NN	ingredient
in	IN	in
the	DT	the
Commission	NNP	Commission
's	POS	's
reform	NN	reform
proposals	NNS	proposal
.	.	.

Our	PRP$	our
efforts	NNS	effort
to	TO	to
completely	RB	completely
honour	VB	honour
that	DT	that
pledge	NN	pledge
will	MD	will
be	VB	be
evident	JJ	evident
to	TO	to
the	DT	the
House	NNP	House
when	WRB	when
consideration	NN	consideration
is	VBZ	be
given	VBN	give
to	TO	to
the	DT	the
reform	NN	reform
package	NN	package
that	WDT	that
was	VBD	be
adopted	VBN	adopt
by	IN	by
the	DT	the
Commission	NNP	Commission
today	NN	today
,	,	,
well	RB	well
within	IN	within
the	DT	the
demanding	VBG	demand
timetable	NN	timetable
that	IN	that
we	PRP	we
set	VBD	set
for	IN	for
ourselves	PRP	<unknown>
four	CD	four
months	NNS	month
ago	RB	ago
.	.	.

I	PRP	i
am	VBP	be
sure	JJ	sure
that	IN	that
Mr	NNP	Mr
Pomes	NNP	Pomes
Ruiz	NNP	Ruiz
is	VBZ	be
encouraged	VBN	encourage
by	IN	by
that	DT	that
.	.	.

The	DT	the
great	JJ	great
majority	NN	majority
of	IN	of
the	DT	the
paper	NN	paper
's	POS	's
proposals	NNS	proposal
are	VBP	be
closely	RB	closely
akin	JJ	akin
to	TO	to
those	DT	those
put	VBN	put
by	IN	by
Mr	NNP	Mr
van	NNP	van
Hulten	NNP	Hulten
and	CC	and
that	DT	that
paper	NN	paper
includes	VBZ	include
-	:	-
I	PRP	i
say	VBP	say
to	TO	to
him	PRP	him
and	CC	and
to	TO	to
Mr	NNP	Mr
Staes	NNPS	Stae
-	:	-
a	DT	a
very	RB	very
explicit	JJ	explicit
timetable	NN	timetable
of	IN	of
actions	NNS	action
to	TO	to
be	VB	be
undertaken	VBN	undertake
in	IN	in
pursuit	NN	pursuit
of	IN	of
reform	NN	reform
.	.	.

There	EX	there
is	VBZ	be
nothing	NN	nothing
therefore	RB	therefore
that	WDT	that
is	VBZ	be
open-ended	JJ	open-ended
or	CC	or
vague	JJ	vague
about	IN	about
the	DT	the
report	NN	report
which	WDT	which
I	PRP	i
have	VBP	have
had	VBD	have
the	DT	the
honour	NN	honour
to	TO	to
compile	VB	compile
.	.	.

<P>	VBZ	<unknown>
The	DT	the
considered	VBN	consider
view	NN	view
of	IN	of
this	DT	this
Parliament	NNP	Parliament
in	IN	in
the	DT	the
consultation	NN	consultation
period	NN	period
over	IN	over
the	DT	the
next	JJ	next
four	CD	four
to	TO	to
five	CD	five
weeks	NNS	week
will	MD	will
for	IN	for
obvious	JJ	obvious
reasons	NNS	reason
be	VB	be
of	IN	of
great	JJ	great
significance	NN	significance
.	.	.

I	PRP	i
would	MD	would
say	VB	say
to	TO	to
Mr	NNP	Mr
Elles	NNP	Elles
that	IN	that
we	PRP	we
are	VBP	be
most	RBS	most
definitely	RB	definitely
in	IN	in
listening	VBG	listen
mode	NN	mode
.	.	.

But	CC	but
he	PRP	he
will	MD	will
appreciate	VB	appreciate
-	:	-
with	IN	with
his	PRP$	his
customary	JJ	customary
generosity	NN	generosity
I	PRP	i
am	VBP	be
sure	JJ	sure
-	:	-
that	IN	that
for	IN	for
us	PRP	us
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
listen	VB	listen
to	TO	to
the	DT	the
response	NN	response
to	TO	to
what	WP	what
we	PRP	we
are	VBP	be
proposing	VBG	propose
,	,	,
it	PRP	it
is	VBZ	be
first	RB	first
necessary	JJ	necessary
to	TO	to
transmit	VB	transmit
what	WP	what
we	PRP	we
are	VBP	be
proposing	VBG	propose
.	.	.

Hence	RB	hence
the	DT	the
transmission	NN	transmission
.	.	.

Though	IN	though
time	NN	time
forbids	VBZ	forbid
me	PRP	me
,	,	,
Mr	NNP	Mr
President	NNP	President
,	,	,
from	IN	from
commenting	VBG	comment
in	IN	in
this	DT	this
debate	NN	debate
on	IN	on
each	DT	each
element	NN	element
in	IN	in
the	DT	the
resolution	NN	resolution
before	IN	before
the	DT	the
House	NNP	House
,	,	,
I	PRP	i
readily	RB	readily
give	VBP	give
the	DT	the
assurance	NN	assurance
that	IN	that
the	DT	the
details	NNS	detail
will	MD	will
be	VB	be
treated	VBN	treat
as	IN	as
an	DT	an
important	JJ	important
input	NN	input
into	IN	into
our	PRP$	our
reform	NN	reform
proposals	NNS	proposal
throughout	IN	throughout
this	DT	this
consultation	NN	consultation
and	CC	and
indeed	RB	indeed
to	TO	to
our	PRP$	our
work	NN	work
in	IN	in
other	JJ	other
relevant	JJ	relevant
areas	NNS	area
.	.	.

<P>	NNP	<unknown>
Turning	VBG	turn
to	TO	to
the	DT	the
main	JJ	main
themes	NNS	theme
of	IN	of
the	DT	the
resolution	NN	resolution
I	PRP	i
offer	VBP	offer
the	DT	the
following	VBG	follow
observations	NNS	observation
.	.	.

The	DT	the
need	NN	need
for	IN	for
transparency	NN	transparency
is	VBZ	be
rightly	RB	rightly
stressed	VBN	stress
,	,	,
not	RB	not
least	JJS	least
because	IN	because
greater	JJR	great
transparency	NN	transparency
in	IN	in
the	DT	the
way	NN	way
in	IN	in
which	WDT	which
the	DT	the
Commission	NNP	Commission
operates	VBZ	operate
will	MD	will
improve	VB	improve
the	DT	the
efficiency	NN	efficiency
and	CC	and
will	MD	will
also	RB	also
demystify	VB	demystify
what	WP	what
the	DT	the
Commission	NNP	Commission
does	VBZ	do
.	.	.

This	DT	this
is	VBZ	be
essential	JJ	essential
for	IN	for
an	DT	an
executive	JJ	executive
administration	NN	administration
that	WDT	that
must	MD	must
be	VB	be
accountable	JJ	accountable
,	,	,
not	RB	not
just	RB	just
to	TO	to
this	DT	this
House	NNP	House
,	,	,
but	CC	but
more	RBR	more
generally	RB	generally
to	TO	to
the	DT	the
European	JJ	European
public	NN	public
.	.	.

Naturally	RB	naturally
,	,	,
sensible	JJ	sensible
safeguards	NNS	safeguard
are	VBP	be
required	VBN	require
to	TO	to
protect	VB	protect
specially	RB	specially
sensitive	JJ	sensitive
information	NN	information
,	,	,
but	CC	but
the	DT	the
cases	NNS	case
where	WRB	where
these	DT	these
are	VBP	be
needed	VBN	need
should	MD	should
be	VB	be
kept	VBN	keep
to	TO	to
the	DT	the
minimum	NN	minimum
possible	JJ	possible
.	.	.

I	PRP	i
have	VBP	have
repeatedly	RB	repeatedly
emphasised	VBN	emphasise
that	IN	that
,	,	,
indeed	RB	indeed
not	RB	not
just	RB	just
as	IN	as
a	DT	a
Commissioner	NNP	Commissioner
,	,	,
but	CC	but
in	IN	in
25	CD	@card@
or	CC	or
30	CD	@card@
years	NNS	year
of	IN	of
campaigning	NN	campaigning
.	.	.

That	DT	that
most	RBS	most
certainly	RB	certainly
is	VBZ	be
the	DT	the
intention	NN	intention
of	IN	of
the	DT	the
Commission	NNP	Commission
.	.	.

<P>	NNP	<unknown>
Financial	JJ	financial
management	NN	management
and	CC	and
control	NN	control
is	VBZ	be
obviously	RB	obviously
a	DT	a
crucial	JJ	crucial
area	NN	area
of	IN	of
reform	NN	reform
.	.	.

As	IN	as
the	DT	the
House	NNP	House
knows	VBZ	know
and	CC	and
has	VBZ	have
repeatedly	RB	repeatedly
said	VBD	say
,	,	,
the	DT	the
scale	NN	scale
and	CC	and
scope	NN	scope
of	IN	of
the	DT	the
Union	NNP	Union
's	POS	's
financial	JJ	financial
interventions	NNS	intervention
have	VBP	have
grown	VBN	grow
